0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.465977565433312257e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.164824812000200716e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.366995406107917699e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.091427122533807803e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.949178388561150221e+00,0.000000000000000000e+00,-3.775518103067476705e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.411163169294586295e+00,0.000000000000000000e+00,5.723684554214509834e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.193149523452258443e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.664736801270791267e-01,0.000000000000000000e+00,6.642195772090244699e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.366423232828801071e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.262629924798799319e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.410717161339267278e+00,9.852527601774555555e-01,1.707954224113364283e+00,0.000000000000000000e+00,3.729958013050472587e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.017201304620726887e-01,0.000000000000000000e+00,3.695635452257328701e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.507214415924699624e-01,7.324262047168789813e+00,-8.876982864988276489e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.484454445823204516e+00,0.000000000000000000e+00,-3.202244796987270270e-01,2.517573065986783210e+00,1.078073412646928464e+00,9.123343722062903893e+00,0.000000000000000000e+00,-4.386051734270334235e-01
0.000000000000000000e+00,-4.904294315403433524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.254458065781181464e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.385234426120136497e+01,0.000000000000000000e+00,-4.638965978381659028e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-2.809488091241890473e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.109196414119766327e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.787525744057681720e+00,0.000000000000000000e+00,1.146570679960709782e+01,4.504293767258547021e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.072326219110861678e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.657400581679805196e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.210304521683902124e-01,0.000000000000000000e+00,1.010734167184784926e+00,0.000000000000000000e+00,-4.056887040371336961e-01
0.000000000000000000e+00,5.425024910035837200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.319068682229337819e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.374665595363700810e-01,0.000000000000000000e+00,3.866172663778247642e+00,0.000000000000000000e+00,0.000000000000000000e+00
